Bot Response,Status
"To resume an incomplete document delivery request at Truist Bank, an advisor should follow these steps:

Access Advisor Desktop:

Log into the Advisor Desktop platform.
Locate the Incomplete Request:

Navigate to the ""Document Delivery Requests"" tab or ""Pending Actions"" tab.
Use the search function to find the client's request using their Name, Social Security Number (SSN), or Account Number.
Resume Processing:

Once you've located the pending request, click on ""Resume Processing"".
Complete Required Information:

Fill in any required fields that were left incomplete.
Upload any missing details or documents necessary for the delivery request.
Review and Submit:

Carefully review all the information for accuracy and completeness.
Submit the completed request for final approval.
Monitor Request Status:

Keep track of status updates related to the request.
Watch for any client notifications that may be generated.
Follow Up:

If necessary, follow up with the client to confirm they've received the document or to address any questions they may have.
Document Actions:

Make sure to document all actions taken to complete the request in Advisor Desktop for record-keeping purposes.
If you encounter any issues or need additional assistance while resuming an incomplete document delivery request, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com

Additional Resources that may be helpful:

Document Delivery Manual
Advisor Desktop Document Processing Guide
Regulatory Compliance for Document Transmission
Remember, timely completion of document delivery requests is crucial for client satisfaction and regulatory compliance. If you're unsure about any aspect of the process, don't hesitate to reach out to the Advisor Support Team for guidance.

It's also important to note that the specific steps might vary slightly depending on whether you're using Advisor Desktop or Salesforce, but the general process remains the same. Always use the platform designated by Truist Bank for handling document delivery requests.

Need more details? Visit the link(s) below 🔗:

[Document Delivery](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Document Delivery.html)
[Advisor Desktop-Salesforce](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Advisor Desktop-Salesforce.html)",NOT FALL BACK
"At Truist Bank, there are three main methods available for enrolling clients in E-Delivery:

Client Self-Enrollment via Wealthscape:

Clients log into their Wealthscape portal.
Navigate to the Document Preferences section.
Select ""E-Delivery"" for applicable document types (statements, trade confirms, tax forms, etc.).
Save preferences and confirm enrollment.
Advisor-Assisted Enrollment:

Advisors can enroll clients by submitting an E-Delivery Request Form.
Verify client consent for electronic document delivery.
Update preferences in Advisor Desktop under the Client Document Preferences section.
Operations-Processed Enrollment:

For clients needing manual enrollment, submit a request to Operations.
Include the completed Client E-Delivery Consent Form.
Operations will confirm once preferences have been updated.
Important Compliance Considerations:

Advisors must ensure client consent is documented before enabling E-Delivery.
Records of E-Delivery consent must be retained for 7 years.
Compliance audits may require proof of client consent for electronic document receipt.
Key Points to Remember:

E-Delivery allows clients to receive electronic versions of important documents such as statements, trade confirmations, and tax forms securely via the client portal.
Clients can update their preferences at any time through Wealthscape, by requesting their advisor to make changes, or through Operations Support.
All electronic documents must be delivered through secure portals to maintain security and compliance.
For any issues or additional support with E-Delivery enrollment, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com

Additional Resources:

E-Delivery Enrollment Guide
Secure Email & Encryption Policies
Advisor Desktop - E-Delivery Management
Compliance & Documentation Guidelines
Remember, ensuring proper enrollment and maintaining accurate records of client consent is crucial for regulatory compliance and client satisfaction.

Need more details? Visit the link(s) below 🔗:

[E-Delivery Resources](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/E-Delivery Resources.html)",NOT FALL BACK
"Clients at Truist Bank have several options for modifying their E-Delivery preferences:

Self-Service via Wealthscape:

Clients can log into their Wealthscape portal.
Navigate to the document preferences section.
Modify their preferences for various document types.
Save the changes directly in the portal.
Advisor-Assisted Modifications:

Clients can contact their advisor to request changes.
Advisors can update preferences on behalf of the client using Advisor Desktop.
This method is helpful for clients who may have difficulty navigating the online portal.
Operations Support:

For more complex changes or if other methods are unavailable, clients or advisors can submit an E-Delivery Change Request Form to Operations.
This method may be used for manual updates that require additional processing.
Opting Out of E-Delivery:

Clients can revert to paper delivery by updating settings in Wealthscape.
Alternatively, advisors can submit an Opt-Out Request Form on behalf of the client.
It's important to inform clients about potential mailing fees for physical statements.
Key Points to Remember:

Clients can modify preferences for different document types (e.g., statements, trade confirmations, tax forms).
Any changes in preferences should be properly documented, as records of E-Delivery consent must be retained for 7 years.
Advisors must ensure and document client consent for any changes to E-Delivery settings.
Compliance audits may require proof of client consent for electronic document receipt.
If clients encounter issues while trying to modify their preferences:

Verify the client's enrollment status in Advisor Desktop.
Check that the client's email address is correct and that E-Delivery emails are not being filtered as spam.
For persistent issues, follow the escalation procedure, which may involve consulting with Operations, Compliance, or submitting an IT Support Request.
For additional support or questions regarding E-Delivery preference modifications, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com

Remember, maintaining accurate and up-to-date delivery preferences is crucial for ensuring clients receive their documents as desired and for maintaining regulatory compliance.

Need more details? Visit the link(s) below 🔗:

[E-Delivery Resources](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/E-Delivery Resources.html)",NOT FALL BACK
"At Truist Bank, the following security and compliance measures must be followed for E-Delivery:

Encryption and Secure Access:

All electronic documents must be encrypted before transmission.
Documents must be delivered through secure portals.
For encrypted email documents, clients will receive a decryption key separately.
Clients receiving encrypted documents will be provided with decryption credentials.
Client Consent and Documentation:

Advisors must ensure client consent is documented before enabling E-Delivery.
Records of E-Delivery consent must be retained for 7 years.
Compliance audits may require proof of client consent for electronic document receipt.
Verification Procedures:

Confirm client identity before providing access to sensitive documents.
Match document details with client records to ensure accuracy.
Retention and Audit Compliance:

All document delivery actions must be logged in Advisor Desktop.
Document copies must be retained for regulatory purposes, with specific retention periods:
Client E-Delivery Consent: 7 Years
Trade Confirmations: 5 Years
Account Statements: 7 Years
Tax Documents: 7 Years
Secure File Transfer:

For internal or third-party sharing, use encrypted file transfer protocols (SFTP).
Authorization may be required for third-party distribution.
In-Person Document Handling:

For documents collected at branch locations, acknowledgment of receipt is required.
Additional identification verification may be necessary for certain sensitive documents.
Troubleshooting and Issue Resolution:

Verify client enrollment status in Advisor Desktop when issues arise.
For unresolved issues, follow the escalation procedure involving Operations, Compliance, and IT Support as needed.
Ongoing Compliance Monitoring:

Regularly review and update E-Delivery processes to ensure continued compliance with regulations.
Be prepared for compliance audits by maintaining proper documentation.
Remember, maintaining the security and integrity of client documents is paramount. Always err on the side of caution and consult with the Compliance Operations team if you have any doubts or concerns about E-Delivery security or compliance measures.

For additional support or questions regarding E-Delivery security and compliance, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com

Additional Resources:

E-Delivery Enrollment Guide
Secure Email & Encryption Policies
Advisor Desktop - E-Delivery Management
Compliance & Documentation Guidelines
Adhering to these security and compliance measures is crucial for protecting client information and maintaining regulatory compliance.

Need more details? Visit the link(s) below 🔗:

[E-Delivery Resources](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/E-Delivery Resources.html)
[Document Delivery](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Document Delivery.html)",NOT FALL BACK
"At Truist Bank, here are some common E-Delivery issues and their resolutions:

Client Not Receiving E-Delivery Emails Resolution: Verify the client's email address and check their spam filters.

Documents Not Appearing in Wealthscape Resolution: Confirm the client's E-Delivery enrollment status in Advisor Desktop.

Client Wants to Change Delivery Preferences Resolution: Update settings in Wealthscape or submit a modification request through Advisor Desktop.

Secure Email Access Issues Resolution: Resend encrypted email credentials to the client.

Opting Out of E-Delivery Resolution:

Clients can revert to paper delivery by updating their settings in Wealthscape.
Advisors can assist by submitting an Opt-Out Request Form.
Inform the client about potential mailing fees for physical statements.
Incomplete E-Delivery Requests Resolution: Retrieve the request in Advisor Desktop, complete required fields, and submit for final approval.

If standard troubleshooting doesn't resolve the issue, follow this escalation procedure:

Verify client enrollment status in Advisor Desktop.
Consult with Operations for back-end system checks.
Escalate to Compliance for issues related to document delivery regulations.
Submit an IT Support Request for system-related concerns.
For any E-Delivery issues or concerns, advisors can take these general steps:

Check the client's E-Delivery preferences and enrollment status.
Verify all client information, including email addresses and account details.
Ensure the client is using the correct login credentials for Wealthscape.
Guide clients through the process of checking spam folders and whitelisting Truist email addresses.
If necessary, assist the client in updating their E-Delivery preferences.
Document all troubleshooting steps taken in the client's file.
For urgent escalations or additional support, contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com

Additional Resources:

E-Delivery Enrollment Manual
Advisor Desktop Document Processing Guide
Regulatory Compliance for Electronic Document Delivery
Remember, prompt and effective resolution of E-Delivery issues is crucial for maintaining client satisfaction and ensuring compliance with electronic document delivery regulations.

Need more details? Visit the link(s) below 🔗:

[E-Delivery Resources](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/E-Delivery Resources.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Advisor Support -> E-Delivery Resources

To resume an incomplete E-Delivery request in Advisor Desktop, please follow these steps:

Access Advisor Desktop

Log into your Advisor Desktop account.
Navigate to E-Delivery Requests

Once logged in, go to the ""E-Delivery Requests"" tab.
Locate the Incomplete Request

Use the search function to find the specific client. You can search using:
Client Name
Social Security Number (SSN)
Account Number
Resume Processing

Once you've found the pending request, click on ""Resume Processing"".
Complete and Verify Information

Fill in any missing required fields.
Upload any necessary missing details or documents.
Carefully verify all the information for accuracy.
Submit for Approval

After ensuring all information is correct and complete, submit the request for final approval.
Monitor the Request

Keep an eye on status updates and any client notifications related to this E-Delivery request.
Important Notes:

Ensure all required fields are filled out accurately to avoid further delays.
Double-check the client's email address for correctness, as this is crucial for E-Delivery.
If you're unsure about any details, it's better to verify with the client before submission.
Common E-Delivery Issues to Watch For:

Incorrect email addresses
Spam filter issues preventing receipt of E-Delivery emails
Client confusion about accessing documents in Wealthscape
What to Do If You Encounter Issues:

If you can't find the incomplete request, check if it might have been processed or deleted.
For system errors or if you're unable to complete the process, reach out to the Advisor Support Team.
Support Line & Manager Contact Details:
📞 Advisor Support/Client Reporting: 855-815-9688, Option 7
📧 Email: WealthBrokerageAdvisorSupport@truist.com
👥 Manager: Trena Wright (📞 804-482-7110)

For urgent assistance or if you encounter any issues during this process, please contact the Advisor Support Team at AdvisorSupport@HFYUILWTYUKS45GHK.com.

Additional Resources:

E-Delivery Enrollment Manual
Advisor Desktop Document Processing Guide
Regulatory Compliance for Electronic Document Delivery
Remember, timely completion of E-Delivery requests is crucial for ensuring clients receive their documents promptly and securely. If you have any questions or need further clarification on any step of this process, don't hesitate to reach out to the support team.

Need more details? Visit the link(s) below 🔗:

[E-Delivery Resources](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/E-Delivery Resources.html)",NOT FALL BACK
"Truist Knowledge Domain:
➡️ Resources -> Forms Library

Advisors at Truist Bank have multiple ways to access the Forms Library. Here's a comprehensive overview of the available methods:

Advisor Desktop

Navigate to the Forms Library section within Advisor Desktop
Use the search bar to find forms by name or category
Click on the form name to download or complete it electronically
Wealthscape Portal

Log into Wealthscape
Access the Documents & Forms section
Search for forms using keywords or browse form categories
Operations Request

If a form is not found in Advisor Desktop or Wealthscape
Submit a Forms Request Ticket to the Operations team
Operations will provide guidance on accessing the required form
Types of Forms Available:

Account Opening & Maintenance Forms
Client Authorization & Consent Forms
Transfer & Movement Request Forms
Tax & Compliance Forms
Advisory Agreements & Disclosure Documents
Operational Request Forms
How to Download Forms:

Click on the desired form in Advisor Desktop or Wealthscape
Select ""Download PDF"" or ""Open in e-Signature Tool"" for digital completion
Save the form to a secure location before filling it out
Best Practices:

Always use the most recent version of forms available in the library
Familiarize yourself with the different categories to quickly locate forms
If unsure about which form to use, consult with your team lead or the Operations department
Regularly check for updates or new forms in the library
Troubleshooting Tips:

If a form doesn't download properly, ensure pop-up blockers are disabled and try a different browser
For submission errors, verify that all required fields are completed before submission
Support Line & Contact Details:
📞 Advisor Support: Contact information not provided in the given context
📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com
📞 For urgent assistance, reach out to the Advisor Support Team

Additional Resources:

Forms Library Access Manual
Advisor Desktop Form Processing Guide
Regulatory Requirements for Form Submissions
Remember, using the correct and most up-to-date forms is crucial for compliance and efficient processing. If you encounter any difficulties accessing or submitting forms, don't hesitate to reach out to the Advisor Support Team for assistance.

Need more details? Visit the link(s) below 🔗:

[Forms Library](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Forms Library.html)",NOT FALL BACK
"The Forms Library contains various types of documents to support advisors in their daily operations. The main types of forms available include:

Account Opening & Maintenance Forms

Used for creating new accounts and updating existing ones
Client Authorization & Consent Forms

Required for obtaining client permissions for various actions
Transfer & Movement Request Forms

Used for initiating transfers between accounts or financial institutions
Tax & Compliance Forms

Necessary for tax reporting and ensuring regulatory compliance
Advisory Agreements & Disclosure Documents

Essential for establishing and maintaining advisory relationships
Operational Request Forms

Used for various operational processes and requests
To access these forms, advisors can use the following methods:

Advisor Desktop: Navigate to the Forms Library section and use the search bar
Wealthscape Portal: Log in and access the Documents & Forms section
Operations Request: If a form is not found in the above methods, submit a Forms Request Ticket to Operations
For additional support or questions regarding the Forms Library, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: For urgent assistance, reach out to the Advisor Support Team

Additional Resources:

Forms Library Access Guide
Advisor Desktop - Forms Processing Guide
Compliance Requirements for Document Submissions
You can find more information about the Forms Library here: Forms Library

Need more details? Visit the link(s) below 🔗:

[Forms Library](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Forms Library.html)",NOT FALL BACK
"Advisors have several methods to submit completed forms:

Electronic Submission

Upload completed forms via the Document Upload Portal in Advisor Desktop
Use secure e-signature options where applicable
Email Submission

Send completed forms to the designated department email
Ensure the subject line includes the form name and client details
Physical Submission (if required)

Mail or courier forms to the Operations Center
Retain copies for your records before submission
Important notes:

Always verify that all required fields are completed before submission to avoid errors.
Ensure you're using the latest version of the form from the Forms Library.
For compliance purposes, retain copies of submitted forms according to the retention policies.
If you encounter any issues during submission:

Confirm form availability in Advisor Desktop and Wealthscape
Consult with Operations for missing or outdated forms
Escalate to IT Support for technical issues preventing access
Contact Compliance for guidance on regulatory form submissions
For additional support or urgent assistance, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Forms Library Access Manual
Advisor Desktop Form Processing Guide
Regulatory Requirements for Form Submissions
You can find more information about the Forms Library and submission processes here: Forms Library

Need more details? Visit the link(s) below 🔗:

[Forms Library](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Forms Library.html)",NOT FALL BACK
"Here are some common form-related issues and their solutions:

Form not downloading properly

Solution: Ensure pop-up blockers are disabled and try a different browser.
Incorrect form version

Solution: Always download the latest version from the Forms Library.
Submission errors

Solution: Verify that all required fields are completed before submission.
Unable to locate a form in Advisor Desktop

Solution: Search using alternative keywords or check Wealthscape.
If these issues persist, follow this escalation procedure:

Confirm form availability in Advisor Desktop and Wealthscape.
Consult with Operations for missing or outdated forms.
Escalate to IT Support for technical issues preventing access.
Contact Compliance for guidance on regulatory form submissions.
For returning to an incomplete form submission:

Navigate to the ""Pending Form Submissions"" tab in Advisor Desktop.
Search for the client using Name, SSN, or Account Number.
Select the pending submission and click ""Resume Processing"".
Complete required fields and upload missing details.
Submit for final approval.
Monitor status updates and client notifications.
For urgent assistance, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Forms Library Access Manual
Advisor Desktop Form Processing Guide
Regulatory Requirements for Form Submissions
You can find more information about troubleshooting and support for the Forms Library here: Forms Library

Need more details? Visit the link(s) below 🔗:

[Forms Library](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Forms Library.html)",NOT FALL BACK
"To resume an incomplete form submission, advisors should follow these steps:

Access Advisor Desktop

Log into your Advisor Desktop account
Locate the Pending Form Submissions

Navigate to the ""Pending Form Submissions"" tab
Find the Specific Submission

Search for the client using their Name, SSN, or Account Number
Resume the Process

Select the pending submission
Click on ""Resume Processing""
Complete the Form

Fill in any required fields that were left incomplete
Upload any missing details or documents
Submit for Approval

Once all information is complete, submit the form for final approval
Follow Up

Monitor status updates and client notifications
It's important to ensure all required fields are completed accurately before resubmitting the form to avoid further delays.

For additional support or if you encounter any issues during this process, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Forms Library Access Manual
Advisor Desktop Form Processing Guide
Regulatory Requirements for Form Submissions
You can find more information about managing form submissions in the Forms Library here: Forms Library

Need more details? Visit the link(s) below 🔗:

[Forms Library](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Forms Library.html)",NOT FALL BACK
"Historical documents in the context of Truist Bank's financial investment services refer to archived records related to client accounts, financial transactions, and advisory communications. These documents are important for several reasons:

Record Keeping: They provide a comprehensive history of client accounts and transactions, which is crucial for both advisors and clients.

Regulatory Compliance: Different document types have varying retention periods based on regulatory requirements. For example:

Account Statements: 7 years
Trade Confirmations: 5 years
Client Correspondence: 5 years
Compliance Reports: 10 years
Tax Documents: 7 years
Client Service: Advisors can assist clients by retrieving historical documents when needed, improving client satisfaction and trust.

Audit and Review: These documents are essential for internal audits, regulatory examinations, and resolving any disputes or discrepancies.

Decision Making: Historical documents can provide valuable insights for financial planning and investment decisions.

Privacy and Security: All historical documents are delivered through secure channels to protect client privacy, ensuring confidentiality of sensitive financial information.

Client Access: Clients can access certain historical records directly via Wealthscape, empowering them with self-service options.

Advisors play a crucial role in managing and utilizing these historical documents by:

Assisting clients in accessing historical documents
Ensuring compliance with retention policies
Using secure delivery methods when sharing documents
Maintaining records of all delivered documents in Advisor Desktop for compliance tracking
For additional support or questions regarding historical documents, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Historical Document Access Guide
Archival Retention Policies
Advisor Desktop - Document Retrieval Procedures
Historical Record Compliance Guide
You can find more information about historical documents here: Historical Documents

Need more details? Visit the link(s) below 🔗:

[Historical Documents](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Historical Documents.html)",NOT FALL BACK
"To retrieve historical documents in Truist Bank's financial investment services, advisors should follow these steps:

Verify Document Availability

Identify the type of document needed (e.g., account statements, trade confirmations, tax reports)
Check the archival retention period for the requested document
Confirm client authorization where applicable
Gather Required Information

Client Name and Account Number
Document Type and Date Range
Reason for Request (if required for compliance)
Additional supporting details for faster processing
Submit the Document Request

Use Advisor Desktop to locate and request historical documents
Navigate to the ""Historical Document Requests"" section
Select the appropriate document type and enter required details
Submit the request for processing
Compliance Review & Approval

Some document requests may require compliance review before release
If additional details are required, Compliance will contact the advisor
Once approved, the request moves to Operations for retrieval
Processing by Operations

Operations retrieves the requested document from the archival system
If applicable, redacted versions may be provided based on privacy regulations
Confirm estimated delivery timeframe with the requesting advisor
Document Delivery & Client Notification

Notify the client if the document request pertains to their account
Documents are securely delivered via encrypted email or Advisor Desktop
Provide a summary of retrieved documents for record-keeping purposes
Important notes:

All historical documents are delivered through secure channels to protect client privacy
If physical copies are required, confirm mailing address details before dispatch
Maintain a record of all delivered documents in Advisor Desktop for compliance tracking
For additional support or questions regarding historical document retrieval, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Historical Document Retrieval Manual
Advisor Desktop Document Access Training
Archival Regulations & Compliance Guide
You can find more information about retrieving historical documents here: Historical Documents

Need more details? Visit the link(s) below 🔗:

[Historical Documents](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Historical Documents.html)",NOT FALL BACK
"Clients can access their historical documents in Truist Bank's financial investment services through the following methods:

Advisor-Assisted Retrieval

Clients can request their advisor to submit document requests on their behalf
Advisors use Advisor Desktop to initiate and process these requests
Documents are securely delivered to clients via encrypted email or Advisor Desktop
Direct Access via Wealthscape

Clients can retrieve certain records directly through the Wealthscape portal
This self-service option allows clients to access documents at their convenience
Physical Copies

If required, physical copies of documents can be mailed to clients
Advisors need to confirm the client's mailing address before dispatch
Key points for clients accessing historical documents:

All documents are delivered through secure channels to protect client privacy
Clients may need assistance with Wealthscape login and navigation (refer to the Client Document Access Guide)
Some documents may require compliance review before release
Certain legacy BB&T accounts may require special handling for document retrieval
For clients requesting historical documents, advisors should:

Verify document availability and retention period
Gather required information (e.g., document type, date range)
Submit the request through the appropriate channel
Keep the client informed of the request status
If clients encounter any issues accessing their documents, they should contact their advisor for assistance.

For additional support or questions regarding client document access, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Client Document Access Guide
Wealthscape User Manual
Historical Document Retrieval Process
You can find more information about client access to historical documents here: Historical Documents

Need more details? Visit the link(s) below 🔗:

[Historical Documents](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Historical Documents.html)
[Locating Heritage BB&T Account](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Locating Heritage BB&T Account.html)",NOT FALL BACK
"Truist Bank's financial investment services have specific retention periods for different types of historical documents, based on regulatory requirements and internal policies. Here's a summary of the retention periods:

Account Statements: 7 Years
Trade Confirmations: 5 Years
Client Correspondence: 5 Years
Compliance Reports: 10 Years
Tax Documents: 7 Years
Client Statements: 7 Years (as mentioned in an additional reference)
Key points to remember:

These retention periods are based on regulatory requirements and internal policies.
Advisors should use the Archival Retention Policies guide for detailed information on retention durations.
It's crucial to ensure compliance with all relevant financial record-keeping laws.
For any special retention requests or exceptions, contact Compliance Operations.
When dealing with historical documents, advisors should:

Verify the document type and its corresponding retention period before retrieval or disposal.
Use Advisor Desktop to maintain records of all delivered documents for compliance tracking.
Be aware that some document requests may require compliance review before release.
For additional support or questions regarding document retention policies, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Archival Retention Policies Guide
Historical Record Compliance Guide
Advisor Desktop - Document Retrieval Procedures
You can find more information about document retention policies here: Historical Documents

Need more details? Visit the link(s) below 🔗:

[Historical Documents](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Historical Documents.html)
[Document Delivery](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Document Delivery.html)",NOT FALL BACK
"To resume an incomplete document retrieval request in Truist Bank's financial investment services, advisors should follow these steps:

Access Advisor Desktop

Log into your Advisor Desktop account
Locate the Incomplete Request

Navigate to the ""Historical Document Requests"" tab
Search for the client using their Name, SSN, or Account Number
Resume the Request

Select the pending request
Click on ""Resume Processing""
Complete the Request

Fill in any required fields that were left incomplete
Upload any missing details or documents
Submit for Approval

Once all information is complete, submit the request for final approval
Follow Up

Monitor status updates and client notifications
Important notes:

Ensure all required information is accurately provided to avoid further delays
Some document requests may require compliance review before release
If additional details are required, Compliance will contact the advisor
Once approved, the request moves to Operations for retrieval
For additional support or if you encounter any issues during this process, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Historical Document Retrieval Manual
Advisor Desktop Document Access Training
Archival Regulations & Compliance Guide
You can find more information about managing document retrieval requests here: Historical Documents

Need more details? Visit the link(s) below 🔗:

[Historical Documents](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Historical Documents.html)",NOT FALL BACK
"Truist Bank's financial investment services offer clients the following statement layout types to choose from:

Standard Layout (or Format)

This is the default layout
Provides a high-level overview of the account
Includes key financial details
Features key metrics such as total balance, transactions, and account performance
Detailed Layout (or Format)

Includes expanded transaction history and performance metrics
Contains detailed cost basis information
Breaks down holdings with asset allocation details
Summary Format

Offers a high-level overview of the account
Does not include transaction details
Key points for advisors:

Discuss preferences with clients before making modifications
Explain the differences between statement types and how they impact financial tracking
Consider the client's financial literacy and preference for detail when recommending a layout
Some investments may require specialized statement presentations - verify compliance requirements
Additional customization options:

Clients can opt for monthly, quarterly, or annual statement deliveries
E-Delivery clients can request a PDF format preference for a consistent layout
To change a client's statement layout:

Access the client's profile in Advisor Desktop
Navigate to Statement Delivery Preferences
Select the desired layout type from the dropdown menu
Confirm and save the changes
For additional support or questions regarding statement layouts, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Statement Layout Customization Guide
Advisor Desktop - Statement Management
Compliance Guidelines for Statement Modifications
You can find more information about statement layouts here: Layouts and What They Contain

Need more details? Visit the link(s) below 🔗:

[How to Change Statement Layout Type](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/How to Change Statement Layout Type.html)
[Layouts and What They Contain](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Layouts and What They Contain.html)",NOT FALL BACK
"To change a client's statement layout in Advisor Desktop for Truist Bank's financial investment services, an advisor should follow these steps:

Access Client Profile

Log in to Advisor Desktop
Search for the client using Name, SSN, or Account Number
Navigate to Statement Preferences

Open the ""Statement Preferences"" or ""Client Preferences"" tab
Modify Statement Layout

Select the preferred layout from the available options
Confirm whether the client wants additional details or simplified views
Confirm and Save Changes

Verify the selection
Click ""Save & Apply Changes""
A confirmation email will be sent to the client
Review Customization Impact

Ensure the chosen layout aligns with client expectations
Schedule periodic reviews to confirm ongoing suitability
Important considerations:

Discuss preferences with the client before making modifications
Explain the differences between statement types and how they impact financial tracking
Some investments may require specialized statement presentations - verify compliance requirements
If a layout modification was initiated but not completed:

Navigate to the ""Pending Client Requests"" tab in Advisor Desktop
Search for the client using Name, SSN, or Account Number
Select the pending request and click ""Resume Processing""
Complete required fields and verify the selected layout
Submit for final approval
Monitor status updates and client notifications
For additional support or questions regarding statement layout changes, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Statement Layout Customization Guide
Advisor Desktop - Statement Management
Compliance Guidelines for Statement Modifications
You can find more information about changing statement layouts here: How to Change Statement Layout Type

Need more details? Visit the link(s) below 🔗:

[How to Change Statement Layout Type](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/How to Change Statement Layout Type.html)
[Layouts and What They Contain](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/Layouts and What They Contain.html)",NOT FALL BACK
"Truist Bank's financial investment services offer several customization options for statement delivery. Here's a summary of the available options:

Statement Layout Types

Standard Format: Default layout with key financial details
Detailed Format: Includes expanded transaction history and performance metrics
Summary Format: High-level overview without transaction details
Delivery Frequency

Monthly
Quarterly
Annual
Delivery Method

Physical Mail
E-Delivery (electronic delivery)
E-Delivery Options

PDF format preference for consistent layout
Householding

Consolidate statements for multiple accounts into a single mailing
Select a primary statement recipient for the consolidated mailing
Customize householding by account type (some accounts may require separate statements)
Specialized Presentations

Certain investments may require specialized statement presentations (subject to compliance requirements)
Key points for advisors:

Discuss preferences with clients before making modifications
Explain the differences between statement types and how they impact financial tracking
Confirm if clients require adjustments to frequency or delivery method
Ensure all account holders agree to householded statement delivery, if applicable
Verify compliance requirements for specialized investment presentations
Schedule periodic reviews to confirm ongoing suitability of chosen options
To change statement delivery preferences:

Log in to Advisor Desktop
Search for the client using Name, SSN, or Account Number
Navigate to the Statement Preferences or Householding Preferences tab
Make the necessary changes
Verify and save the changes
For additional support or questions regarding statement delivery customization, please contact:

📧 Email: AdvisorSupport@HFYUILWTYUKS45GHK.com 📞 Phone: 855-815-9688, Option 7

Additional Resources:

Statement Layout Customization Guide
Advisor Desktop - Statement Management
Compliance Guidelines for Statement Modifications
You can find more information about statement customization here: How to Change Statement Layout Type

Need more details? Visit the link(s) below 🔗:

[How to Change Statement Layout Type](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/How to Change Statement Layout Type.html)
[How to Household for Mailing Purposes](s3://aaa-test-mail/tests/data/tr-mock-docs-v0/html/How to Household for Mailing Purposes.html)",NOT FALL BACK
